31	"مش ناسية وفاكرة هو عمل ايه كويس بس هو اعترفلي بنفسه انه غلط لما عمل كدة. أما كلامه فمش مفسراه على أنه اهتمام خاص منه وعارفة اني مش في دماغه أساساً بس قلبي هو اللي اتأثر وحب من غير ماأحس والنهارده بس اعترف بمشاعره.
"
34	"تفتكري فيه فرصة ولو واحد بالمليون انه يحبني؟
"
51	"آيات أنتِ كويسة؟
"
54	"الحمد لله. انا كنت هتجنن واجيلك حالا البيت اطمن عليكِ، عدم ردك على التليفون قلقني قوي.
"
56	"معلش ياطاهر أنا آسفة، الموبايل كان سايلنت ومخدتش بالي.
"
61	"احمم. متخافش علية ياطاهر طول ماانا في البيت مش هيقدروا يإذوني عشان متحومش حواليهم الشبهات، انت بنفسك قلت كدة.
"
70	"ليه ياطاهر؟
"
74	"انتِ أمانة في رقبتي آمني عليها جدي وانا لازم احافظ على الأمانة دي حتى لو هضحي بأي حاجة.
"
76	"وانا مش مستعدة تضحي علشاني بأي حاجة، هتروح رحلة إيطاليا وهتكمل روايتك.
"
79	"أنا جاية معاك.
"
90	"افتحولي الباب، مش قادر هموت ياناس. أنا رجعت في كلامي. ارحموني وخرجوني من هنا. انتوا ياعالم يااللي برة. حد يخرجني من هنااااااا.
"
96	"هو ده حسين فهمي ياماما؟
"
98	"بس ياتقي. معلش ياأستاذ ماهر أول مرة بس تشوف رجل عيونه ملونة فافتكرت انك الممثل حسين فهمي.
"
100	"ولا يهمك. محصلش حاجة.
"
102	"انا مش حسين ياحبيبتي، أنا اسمي ماهر. ماهر بدران. وانتِ اسمك إيه؟
"
106	"يبقى من العيلة وممكن أسلم عليك. ماما قالتلي مسلمش على غريب.
"
109	"معاكِ عربية يامدام..
"
111	"سعاد. لأ هاخد تاكسي.
"
114	"جامد.
"
2	"تستاهل ياسعيد. مش انت اللي بخيت السم في وداني و حرمتني منها يبقى تستاهل كل اللي يجرالك.
"
4	"لأ مش انت السبب. أنا السبب. ضعفي السبب. وجودي وسطيكم هو اللي خلاني اعمل كدة. خلتوني أشرب طبعا ماهو لو مشربتش مبقاش راجل. وهو الراجل برضه يضيع حياته ومستقبل ويإذي مراته ويضربها لأتفه سبب؟ الراجل يرمي أمه في الشارع فمتلاقيش ملجأ ليها غير دار مسنين؟ أمه اللي عاشت عشانه طول عمرها وضحت بكل حاجة حتى نفسها. مستني ايه من واحد اتحلست دماغه بسبب الهباب اللي بنشربه ده. أكيد في الاخر هيقتل حد بيحبه بسبب أوهامه ومش بعيد يقتل نفسه. أصل خلاص مبقاش فيه حاجة أعيش عشانها ياسعيد. أمي وأكيد كرهتني ومراتي وابني ماتوا بايدية حتى بنتي هيحرموني منها لاني قتلت أمها يبقى هعيش ليه ياسعيد. بتقول ايه؟الدنيا حلوة. لأ الدنيا وحشة قوي ولازم أنساها. آه لازم أنساها وأنسى اللي شفته فيها. أروح أشرب كمان يمكن أنساها وأرجعلك نكمل كلامنا ماشي. متمشيش. ها؟
"
11	"وعليّة والتزامك ناحيتها وخوفك عليها...
"
13	"بصيلي.
"
15	"اوعي تخبي عيونك عني تاني، عيونك هم اللي سحروني وخلوني أحبك. نظرة البراءة اللي جواهم. قوتهم لما حد بييجي عليكِ. شغفهم بالحياة. فرحتهم وحزنهم. عيونك هم مراية قلبك واللي بيعرفوني كل حاجة عنك.
"
17	"أما بالنسبة لعليّة فمش هنكر اني بحبها بس زي أختي، التزامي ناحيتها ثابت بس هيتغير من التزام الخطيب لالتزام الأخ. هي بنفسها اللي طلبت مني ده وحذرتني من اني أضيعك من ايدية لأنك نصي التاني وحبي الحقيقي.
"
19	"مروة انتِ لازم تعرفي ان رفضي لجواز أختك من أخويا زمان كان غصب عني، كنت متأثر بتجربة مرة، حبيت فيها واحدة زميلتي في الكلية. مهمنيش هي مين. أصلها فصلها. المهم اني حبيتها وخلاص، بعدها اكتشفت قد ايه هي طماعة وخاينة وده جرحني قوي. جه أخويا اللي المفروض خاطب بنت عمي وعايز يتجوز باسم الحب وانا كنت كفرت بالحب وفي عينية كل الستات كانوا طماعين، بيدعوا الحب عشان يوصلوا لرصيد الراجل في البنك، رفضت وقلتله عليّة أولى بيك، من دمك وعيلتك ومش طمعانة فيك. صمم واتجوز مها. وقتها عليّة انهارت ودخلت المستشفى وحاولت تنتحر، كرهت اختك لأنها كانت السبب في كل ده وصممت أكتر اني أرفض العلاقة اللي بينها وبين أخويا. جمعني بعليّة الجرح هي انجرحت من أخويا ومبقتش تآمن للحب وأنا كمان انجرحت من نفين وحرمت الحب علي قلبي وكان لازم نرتبط عشان تكمل وتلاقي دافع تعيش عشانه، كنت عايش مرتاح وشايف اني اخترت صح. لحد مااخويا مات وبدأت ثوابتي كلها تنهار ولما شفتك قضيتي على آخر ثوابت كانت واقفة بتقاوم قدام قلبي، قدرتي تسكنيه غصب عني ورغم كل محاولاتي لصد حبك عنه. قدرتي تملكيه بكونك أنتِ مروة البنت الرقيقة القوية اللي ضحت بكل حاجة عشان طفل وجت دلوقتي بتضحي بالطفل اللي حبيته من كل قلبها عشان خاطر سعادتي. عشان متفضلش قدامي وتضعفني. عشان تقويني وتخليني أكمل مع عليّة رغم ان ده بيدبحها. مش كدة؟
"
21	"وتفكري ممكن أتخلى عن واحدة بحبها بالشكل ده وبتحبني بالهبل ده؟
"
28	"وبحبك. بحبك قوي.
"
31	"قلتلك متخبيش عيونك عني. قولي بقى الكلمة دي تاني.
"
37	"عيلة بدران.
"
39	"لأ. يليق بيكِ ياأميرتي.
"
43	"مبقاش ينفع أرجع البيت أصل توفيق خيرني بينه وبين بناتي واخترت بناتي ياجليلة.
"
46	"فقت بس بعد ايه؟النهاردة كان ممكن أخسر واحدة فيهم وعشان ايه؟ واحد عمره ماشافني وكان آخدني وسيلة ينتقم بيها من أختي.
"
48	"كان فيكي ايه ياجليلة مش فيا. ليه مقدرش ينساكي ويحبني؟
"
50	"مكنش فيكِ أي عيب. بالعكس كنت الزوجة اللي بيحلم بيها أي راجل بس هو كان معمي بنار الانتقام. رجولته اللي اهانتها واحدة لما رفضته وفضلت واحد تاني عليه. أصعب حاجة في الدنيا لما الانتقام يسيطر على تفكير حد أول مابيضيع بيضيع صاحبه ياسميرة وأهو انتِ شفتي خسر ايه توفيق. بناته واصحابه وشغله والوقت كمان خسرك. فاضله ايه يعيش عشانه؟
"
52	"صحيح هو الخسران. خليه كدة قاعد لوحده ياكل في نفسه وانا هدورلي إن شا الله على أوضة أسكن..
"
54	"تدوري على أوضة وبيت أختك موجود. ده اسمه كلام برضه؟
"
57	"كلام ايه ده اللي بتقوليه. ده بيت أختك ياهابلة يعني بيتك. قومي بينا ناخد البنات اللي ملهمش ذنب دول في القعدة دي. نروح البيت. ناخد حمام وناكل لقمة ونغير ونريح شوية وبعدين نتكلم للصبح، وحشتني القعدة معاكِ والكلام ياأختي.
"
62	"مكنش لازم تيجي بنفسك ياجدي، كان كفاية تبعت فريق الشركة الأمني، انا مش هعرف أركز على المهمة وأنا قلقان عليك.
"
68	"خلاص خلاص اللي يريحك.
"
72	"مش مصدق انك بين ايديا بجد.
"
75	"بعيد الشر عنك ياحبيبتي. قلتلك طول ماأنا عايش وفيا نفس متخافيش
"
77	"بحبك ياطاهر.
"
79	"لازم نخرج من هنا. المكان زي مايكون ترسانة أسلحة وحاطط عليها عمك جيش يحرسها.
"
83	"احمي وشك.
"
87	"يلا كلب وراح. صحيح خير تعمل شر تلقى. خدوهم وارموهم في اي صندوق زبالة وابعت حد ينضف الدم ده. هروح مشوار وأرجع ألاقيكوا خلصتوا. مفهوم؟ انا ورايا سهرة النهاردة في البيت هييجي من وراها شغل عالي قوي. يلا مستني ايه؟ مش طايق أشوف خلقته قدامي.
"
16	"مبحبش أرقص.
"
19	"لأ بعرف. بس أخلاقي بتجبرني مسمحش لحد غريب يحط ايده علية.
"
23	"شابو ياآنسة مبقاش فيه في الزمن ده بنات كتير زيك.
"
25	"تعالي ياماهر احنا نرقص.
"
27	"تسمحيلي اقعد؟
"
29	"انتِ منين ياآنسة مروة؟
"
34	"لغة عربية! غريبة.
"
38	"اتفرجتي على اسكندرية؟
"
40	"ازاي تيجي اسكندرية ومتلفيش فيها؟ انا هكلم ماهر..
"
42	"لأ ارجوك أستاذ ماهر مش فاضي انت عارف المكتب والشغل وكدة يعني.
"
45	"ده رقمي سيفيه وانا كمان هسيفه وبكرة هتصل بيكِ عشان نحدد الميعاد المناسب.
"
47	"أيوة بس..
"
54	"لأ انا مش جاية اقعد، انا عايزة أرقص للصبح.
"
56	"هو انت يامراد مش عامل الحفلة دي عشاني؟
"
58	"أيوة عشانك وانتِ ماشاء الله مش سايبة حد مرقصتيش معاه. عايزة ايه تاني؟
"
60	"أرقص مع صاحب الحفلة.
"
62	"مش حابب ارقص.
"
65	"مراد أخد رقمك ليه؟
"
67	"بقينا أصدقاء والطبيعي انه ياخد رقمي.
"
69	"الطبيعي! يعني انتِ شايفة انه طبيعي تبقوا أصدقاء وانتِ لسة شايفاه النهاردة بس؟
"
71	"مش بالوقت ياماهر بيه، أوقات بنعرف ناس طول العمر وكأننا معرفنهمش وأقات بنعرف ناس لمجرد دقايق ونحس ان احنا عرفناهم عمر بحاله. الأرواح لما بتتآلف مبتهتمش بالوقت.
"
74	"ياريت لو معندكش مانع تطلبلي تاكسي يوصلني البيت لاني تعبت قوي ومحتاجة اروح ارتاح.
"
82	"قهرني لما بكل بساطة سابني وهو عارف قد ايه بحبه وراح اتجوز أخت البني آدمة دي، مفكرش فيا وفي مشاعري اللي انهارت بسببه ودخلتني مستشفى الأمراض النفسية والعصبية اللي فضلت أتعالج فيها سنة بحالها.
"
91	"مبقتش عاجباك مش كدة، مش مهم المهم اني عاجبة نفسي وعاجبة ماهر.
"
94	"صراحتي وجعتك مش كدة؟ ياريت تفضل واجعاكِ زي ماوجعني حالك واللي وصلتيله ياعليّة.
"
96	"سيب ايدي.
"
98	"انا لازم امشي.
"
102	"قلت هوصلك مفيش بنت محترمة تروح في الميعاد ده لوحدها ده غير اني وعدت ماهر يعني بقيتي أمانة في رقبتي.
"
106	"أخبار بنتك ايه ياراجل ياطيب؟لسة تعبانة؟
"
108	"انت عرفت منين؟
"
111	"آه افتكرت. ربنا يشفيها ويعافيها.
"
115	"نفسي بس أشوفها بس مانعين عني الزيارة مش قادرين يفهموا حب الأب لبنته.
"
127	"طلبتي تقابليني ليه ياسعاد؟
"
129	"طلبتك عشان محتاجة أفهم حاجات كتير حصلت في الماضي قبل ماتسافر.
"
131	"وياتري هتستفيدي ايه لما تقلبي في اللي فات؟نصيحة مني سيبي الماضي في حاله اعتبريه صفحة واتقفلت، التقليب في الماضي مش هيجيب غير وجع في الرأس والقلب.
"
134	"عايزة تعرفي إيه؟
"
142	"كل ده خبيته جواك طول السنين اللي فاتت دي يامحمد؟
"
144	"وأكتر كمان، عمر ما حد حبك قدي ياسعاد لكن الجواز قسمة ونصيب وعشان أرضى ضميري اللي بقى بيوجعني قوي وهتلاقيه لو فضلت بيوجعك أنتِ كمان كان لازم أسافر، انتِ مش سعيدة في حياتك وهتلاقي في مشاعري طوق نجاة ليكِ غصب عنك هتتعلقي فيه وطبيعتك متعرفش تخون، هتجلدي نفسك وفي النهاية هتبقى ضحية ودي حاجة مش ممكن أسمح بيها.
"
150	"تروح بالسلامة يامحمد وخلي بالك من نفسك.
"
152	"خلي بالك انتِ من نفسك ياسعاد وطمنيني عليكِ.
"
159	"بقى الراجل مرمى في المصحة عشان خاطر مراته ومراته بتخونه. لو كان بإيدي كنت خلصت عليها وشربت من دمها بس هستني الكبير لما يخرج عشان ياخد بتاره ويشفي غليله.
"
166	"قهوة تركي هنا؟ ازاي؟
"
168	"جايبها معايا من مصر، بن أرابيكا المحمص الغامق بيجيلي مخصوص من تركيا.
"
174	"او بصيت جوة عنيكِ وقلتلك انك أجمل ست شافتها عينيا.
"
176	"أو غمضت عيوني وفي خيالي ضميتك ولمست شفايفك بشفايفي...
"
178	"طاهر!كفاية عشان خاطري.
"
181	"مش عايزك تخافي مني، حتى لو ضعفتي فأنا لا يمكن أضعف لإني مش ممكن أأذي حبيبتي.
"
12	"أيوة.
"
22	"أخبرتك لن تحتمل الفراق. وهل تفترق الروح عن الجسد؟
"
26	"حمد الله ع السلامة ياكبير.
"
29	"أمال فين مغاوري؟
"
32	"بصراحة الدنيا من غيرك كانت وحشة قوي أصل الناس اتغيرت. حتى مغاوري مرضاش يديني تمويني عشان مديتلوش حق آخر جرعتين خدتهم منه، ولولا صعبت ع الواد محروس فاداني من تموينه كنت اتجننت، ده انا قضيت ليلة مايعلم بيها غير ربنا، كانت السكاكين بتقطع في جسمي ونافوخي، كنت بتمنى الموت في كل لحظة.
"
35	"تسلم ياكبير، طول عمر خيرك عليا وجمايلك فوق راسي، تعرف لولا اني عارف انك هتعوز تاخد تارك بايدك كنت خدتهولك.
"
37	"تار ايه اللي بتتكلم عنه ده؟
"
42	"انت بتقول ايه ياسعيد؟هي المخدرات لحست عقلك ولا إيه؟
"
44	"لا والله ياكبير، انا شفتهم بعينية دول اللي هياكلهم الدود.
"
48	"محمد!
"
50	"رخصك.
"
52	"انزل من العربية انت واللي معاك.
"
54	"ده في أحلامك.
"
56	"انت اتجننت؟ دي لجنة مرور ياطاهر، كدة وديت نفسك في داهية.
"
58	"دول مش لجنة مرور، دي غالباً عصابة وكانوا عايزين يسرقونا.
"
60	"عصابة وعرفت ازاي؟
"
63	"أكيد هييجوا ورانا.
"
65	"قلتلك مش عايزك تخافي وأنا جنبك أنا قادر أحميكي بإذن الله، معايا مسدس مرخص وبعرف أستعمله كويس قوي ده غير اني آخد دورة كونغ فو، يعني محدش هيقدر يمس شعرة منك طول ماأنا عايش.
"
68	"بنت حلال كنت لسة هتصل بيكِ...
"
70	"أشرف هرب من المصحة ياسعاد.
"
72	"أنتِ بتقولي ايه ياماما؟ هرب من المصحة، طب ليه بس؟
"
74	"أهو ده اللي حصل. سي رءوف قالي انه هرب امبارح وقالب عليه الدنيا. هو مجاش عندك؟
"
82	"أنا حامل ياماما.
"
86	"الخاينة اللي لازم أشرب من دمها وأشفي غليلي عشان ارتاح.
"
89	"والحل؟ هطلع البيت ازاي؟
"
94	"هو ده الكلام، دماغك حلوة ياسعيد.
"
101	"انت بتدور على ايه؟ وليه كنت مصمم نيجي شقتك قبل ماتروحني البيت؟
"
106	"وحشتني بجد. استنى هخرج البلكونة عشان الشبكة جوة الشقة مش قد كدة. آه رجعت..
"
111	"انت إيه ها؟ راجل زي كل الرجالة. قدرت تخدعني زيهم وتمثل حقيقة مش حقيقتك، بس انت طلعت أشطر حبتين وخليتني أحبك.
"
113	"خليك عندك متقربليش.
"
115	"أنتِ فاهمة غلط. انا كنت هقولك.
"
117	"تقولي! تقولي ايه بس؟ انك استغليت أسراري وكلامي عن بابا عشان توقعني في حبك. الغريبة ياأخي اني مش عارفة انت عايز مني ايه بالظبط؟ فلوس؟ عندك اكتر. عايزني؟ما أنا كنت قدامك وملمستنيش. يبقي حد قالك دي بنت بتكره الرجالة وكفرت بالحب فمش هتقدر تخليها تحبك. كنت تحدي بالنسبة لك مش كدة؟
"
9	"مش هتسلم على الدكتورة.
"
11	"وأشتاق الى روح تشاركني كل شيء. يحتضن كفي أناملها كما يحتضن قلبي حروف اسمها وأتعهد إليها ألا أغار حتي من فنجال قهوتها حين يلامس ثغرها أو نسيم هواء يتخلل خصلاتها. أتعهد إليها ألا أغار من أهداب تحتضن صورتها بينما يعجز الصدر عن ضمها إليه ليجد أخيراً السكن.
"
13	"انت مش قلت ياجدي إنه بيحب واحدة تانية.
"
15	"والله ده اللي بقاله سنة بيقولهولي.
"
17	"وأنا أعمل إيه بس قصاد الجمال ده كله؟ ماهو بصراحة ياجدي انت مقلتليش انها حلوة قوي بالشكل ده.
"
20	"عشان تصدقني ياجدي لما قلتلك ان مفيش راجل مخلص أبدا لحبه.
"
22	"وليه متقوليش اني شفت حبيبتي فيكِ؟
"
25	"انت جرالك إيه بس؟هو ده اللي اتفقنا عليه.
"
27	"سيبك منه ده بيهزر، مش انتِ بتثقي فية؟
"
29	"يبقى اقعدوا مع بعض اتفقوا على التفاصيل وأنا هروح أجيبلكم عصير.
"
31	"انتوا لسة واقفين اقعدوا اتكلموا وأنا مش هتأخر.
"
33	"اقعد يافالح واتعدل بقى. فضحت عيلة الفيومي. أعمل فيك إيه بس؟ تعرف لو عكيتها تاني هعلقك.
"
35	"أنا آسف لو اديتك فكرة غلط عني بس صدقيني لما تعرفيني هتلاقي اني بحب الهزار.
"
42	"تمام. آيات محمود المنياوي، 27 سنة دكتورة علاج طبيعي.
"
44	"تشرفنا. ممكن اعرف إيه المطلوب مني بالظبط عشان اقدر أقوم بمهمتي؟
"
47	"انا فعلا مش فاضي وعندي كتاب لازم أخلصه قبل معرض القاهرة السنة دي، بس جدي طلب مني خدمة لواحدة بيعتبرها زي بنته وانا طلبات جدي أوامر وأهم عندي من حياتي وارتباطاتي كلها.
"
49	"لما انت بتحب جدي رءوف قوي كدة سايبه يعيش في دار المسنين ليه، مخدتوش يعيش معاك ليه؟
"
51	"لما بابا وماما الله يرحمهم توفوا في حادثة عربية، غلطت غلطة كبيرة قوي في حق جدي، مقدرتش أتعامل مع شعور الفقد والحزن فقفلت على نفسي وبعدت عن كل اللي حوالية وحطيت كل مشاعري في كتبي، بعدت عن أقرب الناس لية في وقت كان اكيد محتاجلي فيه ولما فقت من اللي انا فيه كان خلاص فات الأوان وجدي جه المكان ده وارتاح فيه، اترجيته كتير يرجع يعيش معايا بس مع الأسف كان بيرفض ويقول انه مرتاح هنا أكتر.
"
53	"الشعور بالوحدة بين حبايبك أصعب ألف مرة من لما تكون لوحدك فعلا. وعشان كدة جدي فضل يعيش معانا هنا.
"
55	"بيتهيألي ننسى الكلام عني وعن جدي شوية ونتكلم أكتر عنك، جدي قالي اني المفروض هاجي اتقدملك، حفلة بسيطة نلبس فيها الدبل و...
"
61	"أنا شايفة ان كفاية قوي لحد كدة وكل واحد فيكم لازم يروح لحاله ياسعاد، أشرف مبقاش إنسان طبيعي ممكن يتعاش معاه أو يتآمنله.
"
63	"وأنا بإيدي أعمل إيه بس؟
"
65	"تطلبي الطلاق او حتى تخلعيه. سعاد اللي أعرفها مش بالضعف اللي شايفاه ده. انتِ جرالك إيه؟
"
